data_venda,dim_produto_id,dim_vendedor_id,quantidade,valor_total,custo_venda
2023-08-02 00:11:13,51,7,3,130.91302441558668,58.446043341313164
2023-01-14 20:08:52,50,7,6,268.3013297349529,120.26742084527322
2023-05-23 21:53:52,32,20,1,43.75881221757047,23.930980042149407
2023-01-11 01:29:33,38,12,7,59.94973182206486,34.153370480201005
2023-06-05 17:51:41,71,1,10,64.77779806148793,34.89711663780486
2023-07-27 02:00:21,55,8,10,455.0119232802757,239.54265161639475
2023-04-11 17:44:01,1,11,5,42.738698471796695,18.277266703033728
2023-03-20 16:22:26,59,5,10,173.03323265374792,90.41938133097885
2023-05-22 16:33:36,97,10,3,38.667499442736954,19.327833218393913
2023-05-27 12:04:10,40,9,10,275.5156665208226,118.76505775973355
2023-02-04 21:06:10,8,11,9,358.14443212189155,207.38967305124098
2023-02-05 18:07:03,18,5,3,34.072641251229456,19.99800085741627
2023-01-14 00:10:41,23,12,8,60.749850128853836,29.394045280132104
2023-07-05 17:59:05,65,3,10,324.1311207377014,181.70846349992908
2023-04-27 17:13:56,48,4,4,137.66506959539998,71.72074030569047
2023-06-21 12:01:11,100,1,6,167.32367710859705,89.73745882177872
2023-05-19 02:00:07,83,13,2,26.33044072051358,15.367472989386629
2023-06-06 09:02:42,69,5,9,236.11100383617287,132.31717381113026
2023-06-08 09:54:11,91,16,5,116.02460061183756,48.675125871510794
2023-02-08 09:05:02,10,13,3,95.97563336808533,42.24780824834687
2023-07-02 17:11:27,52,17,9,50.08101105944108,28.11612301131594
2023-05-02 16:11:39,46,4,7,338.7872786319714,169.55757933637398
2023-06-01 04:59:33,60,1,1,39.90694133591284,22.942553561305346
2023-01-29 20:28:44,29,20,5,234.51818628346177,126.35657084781333
2023-05-23 15:46:21,34,11,3,123.96789082771517,67.0370261911877
2023-04-13 21:00:49,52,7,4,160.36737539681658,70.95589103800447
2023-04-28 17:49:42,87,19,8,75.9201866533709,45.537706651149264
2023-04-29 15:18:25,43,10,4,142.41064910388337,74.07880343940508
2023-05-27 11:48:31,12,17,5,142.5696501555048,75.68578783989459
2023-07-14 14:15:23,100,16,8,325.4966283197207,135.64584977102035
2023-02-12 12:49:00,84,5,9,438.6193577432417,209.9026236353745
2023-03-03 03:42:40,19,15,10,409.79069115832647,221.07783665481762
2023-01-02 11:05:26,81,1,10,279.19944571833,161.45159311273585
2023-03-26 20:11:18,7,15,4,45.320206083213364,18.64599197349644
2023-03-08 04:45:44,34,6,8,341.31965841959493,192.85837553349288
2023-03-14 12:33:39,66,18,7,286.90998341875184,127.76671362251446
2023-06-10 10:02:28,54,7,2,71.30073299301509,37.702216162456466
2023-06-20 03:10:32,43,10,1,39.78974586275005,19.72461455564293
2023-06-26 16:30:11,31,2,4,188.63016289138463,111.03999838800308
2023-01-30 02:58:50,54,13,6,275.48113868463633,158.64137437713893
2023-06-20 03:31:21,85,16,2,25.019746564935513,13.345222375343814
2023-06-18 05:15:59,22,9,9,202.49960784026487,82.38541046876504
2023-02-23 18:53:35,69,17,1,11.742725629080896,6.007754824671075
2023-01-03 00:16:07,77,11,9,405.73911834688914,190.70694494378935
2023-03-31 14:34:36,57,18,6,76.93727207145878,31.66328550729296
2023-04-20 20:20:59,39,11,9,385.5671460164433,194.9967659592606
2023-05-29 00:19:26,18,19,1,48.869513734972166,19.779664003518292
2023-07-05 13:25:01,55,11,10,208.19322361078093,107.67393790293762
2023-03-13 18:08:01,37,19,10,270.34977196535436,141.1304978857687
2023-03-13 08:12:35,14,16,8,251.94248321038046,115.93627966027968
2023-07-30 12:28:45,82,14,3,77.23822674667447,42.02597835192941
2023-08-05 21:55:15,98,18,9,234.18616943879084,133.97484388290619
2023-06-22 12:56:36,60,11,7,239.07760719268344,120.4990826707713
2023-06-25 04:57:08,13,17,9,66.72672086958934,28.063262897101016
2023-03-09 06:35:49,57,7,10,211.44005435002282,100.11718973250979
2023-08-03 04:41:14,17,20,3,57.77795070608326,23.24602442102262
2023-06-22 22:56:56,42,16,2,24.304318626825626,11.536323272864555
2023-08-01 06:07:45,84,1,8,332.56949851399315,140.63537129940363
2023-08-02 04:17:15,18,4,1,38.24444603320327,17.234283192550485
2023-04-20 18:03:05,97,13,8,86.7708164890118,41.977699300519454
2023-07-07 19:31:55,56,13,9,365.32713510315307,215.70224767741624
2023-04-09 10:35:39,32,20,8,266.80984439688234,136.6907673753824
2023-03-30 04:38:15,2,15,9,166.51957175863743,71.91536239923967
2023-04-13 10:52:29,54,11,2,51.55814355294632,22.511710568774397
2023-08-10 10:31:01,40,18,6,90.28330022108631,47.380863269773485
2023-03-09 10:54:42,46,17,10,449.99702046493826,225.15817483329243
2023-01-11 18:59:31,93,10,8,298.1327925319378,134.77540737472194
2023-02-01 20:34:02,47,3,6,282.7242649429948,137.70045757591907
2023-08-05 09:15:57,6,8,2,11.569966514713819,6.799986754867584
2023-07-06 14:16:46,31,20,1,33.517154019313594,16.575019612577254
2023-07-21 09:52:33,96,10,3,78.90285367934902,47.182414353992364
2023-07-06 19:43:56,52,4,3,79.45161290790243,37.14786705861997
2023-01-18 16:43:37,2,3,7,43.43100699862764,19.966404264415875
2023-08-11 21:06:40,68,20,5,188.52716704759132,79.6272918455191
2023-06-11 11:44:06,67,5,10,206.15274028622892,83.52499845119397
2023-04-08 02:21:48,90,9,9,141.5621240264224,67.5251160626082
2023-08-12 01:48:35,65,8,7,88.83842754386066,38.730715677419575
2023-01-30 03:04:58,19,9,10,201.95436678131693,98.76995650797609
2023-07-08 18:02:59,45,10,1,26.38723568795242,11.964206353761469
2023-06-11 01:29:00,44,19,6,133.38251138365848,71.75177313655144
2023-03-10 21:24:33,46,12,8,171.08554074569844,94.01686379721835
2023-02-25 00:19:32,89,4,4,99.86006858683267,57.015486616456066
2023-06-27 12:59:36,81,16,10,354.5557356317902,161.3700662942874
2023-02-01 03:40:28,77,19,7,317.0144913943153,162.5300619337565
2023-01-23 12:54:15,30,9,10,402.84962036049296,212.5273993796804
2023-01-19 07:36:15,93,10,5,70.3907745566846,40.05928673463692
2023-01-12 16:16:46,77,2,1,18.303042785661344,10.34129002537589
2023-04-02 15:00:51,2,6,6,145.71652942164076,73.20651631042307
2023-04-18 02:14:21,59,9,5,121.70440913202376,71.32988427812391
2023-04-22 22:19:44,91,10,4,170.27740212295095,97.76576004178989
2023-07-04 03:47:43,9,4,8,119.00234793558027,63.6819457455459
2023-06-18 20:07:25,64,7,8,166.10465625667288,75.40964875153179
2023-07-06 08:21:29,13,4,1,28.678921799148394,16.068173008890355
2023-05-16 00:54:46,40,14,10,141.4216400709865,58.8484113183312
2023-01-29 10:56:00,81,16,2,29.429818738030256,12.39152773885063
2023-03-25 14:00:17,82,3,10,334.9666999233592,162.1695290455109
2023-06-29 07:49:15,87,7,3,43.46994672611448,17.67722301829986
2023-01-07 18:22:32,27,6,2,15.722810977086432,6.358362921202893
2023-08-14 03:06:59,54,7,8,175.95628928392375,90.93027342630216
2023-02-10 12:00:30,32,18,2,39.40660444158051,22.16328049187156
2023-02-23 00:39:01,94,13,9,170.0151670757968,72.257558041783
2023-03-29 01:13:18,63,9,5,114.44312617731572,56.13371150557734
2023-08-07 04:00:07,67,9,2,32.89759625220691,14.106435376886951
2023-02-18 19:03:55,20,2,7,317.62142647547364,148.8768279837213
2023-04-22 14:30:18,83,3,2,68.48868434360475,34.33359466076828
2023-06-10 21:32:56,78,16,10,468.6195010315711,230.8385528056096
2023-04-23 20:31:49,76,4,8,131.15058366423557,58.26932781031429
2023-06-06 14:20:44,41,7,7,135.89501458804895,61.58961089326723
2023-04-25 22:06:05,42,13,5,134.83803108357645,59.47688961262129
2023-01-06 12:12:48,91,4,9,150.31230447042253,72.71999689184445
2023-05-26 19:35:37,5,5,6,118.4110265352426,60.51603253425296
2023-06-13 12:21:00,5,20,9,51.081064090000986,26.565912413907355
2023-03-02 01:45:43,44,13,8,277.86142216998525,112.66635698446434
2023-01-04 05:09:06,83,8,3,41.73684471932433,19.661542968992375
2023-05-10 08:58:18,45,13,6,135.1021251845866,57.16066080326013
2023-03-08 11:21:08,89,19,2,97.3406546004157,56.10446911178463
2023-08-09 02:00:53,3,17,3,102.40833300050609,56.21569252114864
2023-03-09 15:05:06,29,17,5,235.76776076858238,135.99262822452383
2023-02-19 04:58:28,71,17,3,136.1492708887068,63.9611705770706
2023-08-10 12:34:33,81,7,1,48.65690280919983,24.41717763504592
2023-08-08 05:39:22,47,19,2,26.867820827110958,15.100955947121024
2023-07-27 02:32:26,38,7,1,25.237530798546064,12.562985651925501
2023-07-26 03:52:39,3,10,7,325.3131236010516,186.8147997369256
2023-01-04 02:06:09,66,10,5,205.840529571694,118.52105379488927
2023-01-01 11:41:08,9,11,9,379.561972015872,223.8100963321452
2023-04-08 11:37:32,71,2,7,162.015848459973,78.76804424137977
2023-04-22 01:22:02,3,9,1,38.77192431734568,16.252112816116636
2023-05-11 11:47:07,97,3,9,374.16175702962414,217.80425609679048
2023-01-05 03:11:52,42,17,8,303.0185328268467,176.78009602776754
2023-08-08 22:34:01,73,20,4,166.00879509803227,81.17231511792662
2023-05-21 14:34:45,48,20,3,130.0054456677385,53.00815628820217
2023-01-06 19:58:38,82,16,9,254.9571757177777,132.88997841075138
2023-05-28 00:01:53,25,1,10,298.7171667121812,154.54003257734138
2023-02-10 04:20:40,63,6,4,111.38405574960453,44.9135214496029
2023-02-09 07:35:55,94,14,1,20.0575554939536,9.032359547738935
2023-06-12 19:36:35,3,10,1,19.949483774624607,9.51813652197439
2023-07-16 22:12:55,88,2,1,7.7959761161620795,3.7609168096641303
2023-04-13 01:54:06,15,8,9,59.031313098344356,31.79922521908041
2023-03-04 02:58:12,94,14,5,227.16173603801457,131.22392056979763
2023-04-07 22:50:27,2,14,5,86.8287330473941,48.6678918292091
2023-04-27 16:23:53,81,5,3,98.1935253341327,58.204871402133136
2023-06-22 16:21:12,84,19,8,72.38234040274241,39.06808330418623
2023-04-28 12:55:44,48,20,7,251.69794338063843,117.41441914628582
2023-07-05 06:45:28,68,5,2,67.542933095997,39.10297777924038
2023-02-01 00:25:06,90,7,5,65.63267924934914,29.028622198431954
2023-03-11 04:08:13,69,15,7,69.67333137756742,29.091992600942238
2023-08-05 01:56:03,54,9,10,96.99325981424897,55.13698916393996
2023-08-16 10:22:45,60,20,3,94.05898694684335,42.43331610266666
2023-06-23 08:46:19,32,16,6,43.26828365634138,23.831192971407326
2023-06-04 17:13:11,30,10,6,298.20516841355305,157.66175149015243
2023-01-04 09:34:02,9,20,3,72.05300320402385,29.39521550036655
2023-05-12 08:01:04,67,14,6,238.14408151134234,123.36518185664123
2023-03-10 16:51:05,41,11,2,72.99921164665382,40.55157987400204
2023-08-04 08:45:03,55,1,10,410.6178214422309,174.32131190911232
2023-05-05 10:47:54,34,1,10,457.78576811549283,213.26835432761618
2023-02-12 23:53:42,90,8,7,312.7910140916232,186.5638695317763
2023-03-17 19:18:22,79,20,10,314.79319282735736,167.3704358570591
2023-04-07 13:14:26,44,14,6,213.42068251440557,108.65914778820178
2023-03-21 19:01:59,79,3,6,269.8557810838184,127.20139680485919
2023-01-16 08:53:08,50,5,7,114.64956175744366,51.77665420305523
2023-04-16 12:26:29,85,13,8,201.21785259893738,112.09770575220135
2023-05-20 04:36:57,44,18,4,74.04229751446866,39.62258314148425
2023-02-10 20:41:47,34,6,10,139.10212131805628,59.34401902554693
2023-05-25 15:33:58,32,7,6,156.88130612205217,77.72816455853109
2023-01-17 19:06:18,32,1,7,283.43114810155384,165.02895381750324
2023-01-22 01:14:44,9,1,3,138.4673638129865,71.45734810324643
2023-02-08 11:27:30,11,7,6,33.42608702319131,17.1901451125243
2023-04-16 18:49:58,19,5,7,214.91350257828688,121.75037918026203
2023-04-11 12:47:27,64,6,9,178.01955684219715,89.72434881911815
2023-04-06 16:08:36,14,6,4,186.53120364237225,110.11084003255246
2023-01-14 11:26:12,13,12,8,137.69587500988223,80.04098655543523
2023-05-21 04:32:35,16,10,6,252.66661527973085,146.411553552593
2023-08-04 13:24:03,30,16,10,71.68625763967347,36.845021851046134
2023-07-08 21:20:37,71,8,2,94.35800855616034,49.030300283768945
2023-01-06 08:02:01,87,18,10,488.19645651687944,273.9398899427091
2023-04-18 06:27:34,90,18,5,73.63701123028919,36.85232401230335
2023-01-10 14:11:06,13,5,1,37.76466348317799,15.475631878011718
2023-07-31 14:25:30,33,18,5,115.64792967283356,67.43333299965313
2023-05-01 04:31:15,7,15,10,276.5854713027226,151.28328148373575
2023-06-06 04:42:18,41,14,2,42.693930336156164,17.440993877857892
2023-02-13 02:33:47,88,12,6,140.90279813104218,66.73715598210464
2023-07-07 22:33:56,88,8,6,80.06868286538385,34.64825135546585
2023-02-15 13:54:23,36,3,2,87.64971970567547,39.04709041812013
2023-08-08 22:27:36,37,11,6,140.93769032605042,63.605488705469284
2023-06-18 23:36:34,7,15,8,394.29747842890913,221.56921958405152
2023-06-19 12:46:17,72,15,2,36.846023287876775,18.576981224403315
2023-05-13 22:24:03,79,5,1,27.269498976317024,15.087722653101883
2023-03-25 02:14:09,56,20,2,97.00523240621281,57.85993499212731
2023-03-01 12:04:47,21,15,2,97.24894245493316,46.6497851548944
2023-03-30 17:08:25,84,8,7,274.1255687850608,163.92150046714625
2023-03-30 00:27:03,46,4,2,96.08099775981492,46.755380417760655
2023-02-03 03:44:36,61,8,6,153.6774510246992,82.73394141296782
2023-07-08 11:33:10,10,15,8,157.59989483086014,82.00588789358561
2023-05-31 20:02:45,30,2,8,40.94589567626483,20.276975810244203
2023-04-26 11:02:07,89,9,5,199.22168810012448,115.65982729300606
2023-03-05 04:32:04,28,10,5,37.2637289917733,18.793789677616985
2023-05-25 00:46:07,31,1,1,31.19357289126517,17.884096208978143
2023-01-03 20:35:07,45,17,3,71.90205492072681,39.101461825566346
2023-02-14 00:25:13,47,3,6,35.610695871931945,16.151384758352563
2023-07-04 02:24:16,96,12,5,129.88690415130588,75.39842471691374
2023-02-11 16:58:33,18,19,7,99.87961393191341,47.79082892025151
2023-07-09 02:47:32,71,9,3,45.664497103985724,19.945781513377597
2023-02-25 13:43:36,43,10,4,66.6638056734208,38.553502592276935
2023-01-18 02:18:54,22,9,7,108.34299341478544,46.27386187876206
2023-03-07 20:25:03,71,17,4,126.58528007000345,60.74708526895777
2023-01-09 08:10:49,94,7,9,386.02990403865607,216.7189907396528
2023-03-16 17:57:14,54,2,1,33.36460576014045,16.861041122808256
2023-08-15 05:11:39,79,4,4,169.2567793810818,99.78030204761836
2023-03-01 00:16:53,43,8,4,90.7333982788577,53.35804752423145
2023-06-12 08:18:20,32,1,1,27.632362212572765,11.357273404443985
2023-04-19 22:00:32,87,19,4,24.736837194224456,12.255097759835818
2023-01-11 19:47:24,74,4,3,39.1497116451833,17.223185036473026
2023-02-25 01:36:02,59,4,2,47.57660923138491,23.461883403902085
2023-04-27 01:56:07,69,5,10,140.31416322121638,78.27080578424466
2023-05-07 19:08:40,42,2,9,104.89896633457084,59.23019126309393
2023-05-25 11:06:47,11,18,8,210.04827695977102,98.71603981789634
2023-04-18 00:52:58,31,7,3,41.9106626478632,17.468151580823104
2023-07-31 02:18:40,48,18,1,13.540597211385043,7.5478405379260005
2023-03-08 13:30:46,35,6,7,280.76774295739665,136.3854770705186
2023-07-19 08:09:36,15,15,8,165.95853647337418,69.58800288750642
2023-01-17 05:40:42,35,7,1,20.25289448645183,10.963542300082416
2023-06-30 09:41:02,10,16,4,195.38741224789538,106.66313100152212
2023-02-22 07:29:27,73,17,5,185.69365100120905,110.62253193918379
2023-04-17 13:11:15,33,4,2,74.20588174117596,35.47089280848944
2023-06-15 12:31:27,51,5,10,287.8986454717598,163.5103962170664
2023-07-03 15:37:36,100,13,10,87.76227441902059,41.82557192658025
2023-07-26 02:40:14,27,20,2,82.70287142248554,39.5447919126143
2023-04-03 01:30:02,50,16,4,71.93885625873125,39.65106582882899
2023-04-01 17:03:26,56,15,5,155.8246530874878,84.17564694948743
2023-07-07 22:49:31,89,8,4,181.70881511531377,96.99648261438759
2023-01-14 08:23:35,88,8,7,70.90478108539976,31.781510525643338
2023-04-22 06:52:08,27,13,5,74.78952471594732,41.839848595511135
2023-06-06 06:47:05,56,4,7,80.96654128319342,38.643614973428456
2023-06-02 18:56:19,76,18,4,191.598403293631,99.68621446056316
2023-01-17 21:31:07,90,14,5,154.73603305360172,84.32524080397184
2023-01-10 11:10:02,32,5,9,172.03595180535032,87.57474794943342
2023-02-17 03:05:26,99,14,8,114.90879926653164,57.76086030461977
2023-06-29 01:24:19,41,16,10,264.14392898665744,118.2615828067778
2023-01-29 00:28:00,29,1,1,40.31362849986855,19.54951168461464
2023-06-30 15:58:57,18,1,9,93.25145209861111,55.728778112997574
2023-04-09 18:57:07,93,1,5,154.7310335147788,90.19509228244324
2023-01-21 11:44:30,25,10,10,92.56360655382713,37.450752936771735
2023-02-05 04:40:07,90,20,1,30.027738145700507,14.538018230009909
2023-06-22 04:45:22,36,20,9,254.61863398034583,147.1281333612259
2023-05-13 07:08:54,37,5,7,145.98182281948115,82.60574950859049
2023-03-10 20:22:00,57,20,3,102.06218128715324,53.03661468103673
2023-01-14 01:34:31,42,12,3,29.98598963493086,17.43688259282042
2023-05-25 09:39:27,29,6,4,170.02365879546247,90.1154250911853
2023-07-26 08:11:06,62,8,3,123.5071018916802,59.81877175453485
2023-03-20 07:04:28,90,18,10,81.41942895318331,43.02753542378469
2023-04-17 00:31:52,15,18,6,289.2215298984367,167.1939762742351
2023-04-09 17:54:31,67,18,1,10.017885435331499,5.896566630628011
2023-05-01 06:31:40,38,3,8,191.98910614162125,95.49241442750598
2023-02-15 01:44:47,71,11,2,42.4699291856314,24.9716591364624
2023-06-03 00:55:09,49,12,6,44.56919737801324,19.4289392937868
2023-01-31 00:13:36,16,9,10,142.62506303646668,70.27301477634693
2023-04-18 02:34:16,3,8,3,55.10530049618744,29.345486536495685
2023-08-04 16:37:48,17,3,5,225.1815510388954,106.88195427617588
2023-04-17 22:30:14,48,2,2,99.60943446329614,51.089204225915495
2023-07-16 14:28:46,43,14,8,389.6466816145877,215.32693877456342
2023-04-13 05:13:01,88,19,10,101.84242319663532,40.769190477178974
2023-02-24 15:04:50,61,6,10,484.3910240805686,212.1431785382178
2023-01-16 20:46:46,95,4,5,53.695750915447476,22.60853262384492
2023-03-03 13:00:45,59,8,2,28.16071324191942,13.295281610287995
2023-04-10 09:13:28,93,17,8,339.7715373610103,158.2475399161603
2023-01-31 17:23:29,15,5,2,34.97745875594428,15.89193469297834
2023-05-20 09:37:52,15,9,1,35.69550940261439,15.06273469878686
2023-03-03 06:04:30,25,8,10,272.3526602107523,161.812639400547
2023-01-23 04:40:58,31,1,5,237.07972872098364,133.04557000679313
2023-08-10 22:38:43,21,12,9,118.36278828388527,58.78559003094209
2023-05-25 10:40:43,77,17,5,119.86581468984582,62.954075040668904
2023-08-09 17:27:25,17,16,2,92.46174685240324,39.82329858236804
2023-03-10 00:07:17,100,13,8,214.00932699536455,128.30498286782466
2023-06-22 20:17:18,46,15,4,155.4550033522765,62.3525518322653
2023-05-31 10:40:15,33,7,9,49.211862891533606,25.561798370448383
2023-02-11 09:46:50,71,1,9,91.84598848957623,54.5042402078252
2023-02-20 16:07:45,2,7,2,80.23723237770217,42.793463962645134
2023-03-17 02:29:25,2,11,2,70.67219806877834,37.91395943430964
2023-05-15 14:11:57,8,2,4,137.43148699820537,64.12455339893236
2023-04-08 03:30:34,27,3,10,481.20853336773735,199.99074514102597
2023-03-17 18:43:27,45,7,3,52.013353349684735,28.351075896011253
2023-03-17 21:24:17,84,4,9,404.2505073370424,178.3634289442185
2023-03-02 09:42:20,41,13,10,161.73701164052608,74.29662989772531
2023-05-27 08:06:58,94,17,7,123.72214805670578,52.284163944300296
2023-01-15 06:40:13,15,2,3,39.41588049051286,22.804871083401444
2023-03-16 21:07:08,77,8,5,85.66569983153724,44.40979303470891
2023-07-30 19:25:22,70,16,6,147.62653480443745,73.04861257321858
2023-04-16 07:11:05,16,18,1,32.84561846104293,18.10925406532816
2023-03-04 10:20:06,37,4,3,34.02231590037064,15.914548748035482
2023-03-22 20:43:40,83,20,3,93.87643603427702,46.56015542005085
2023-03-05 08:24:43,63,10,4,193.67610865810647,103.78613072108391
2023-07-26 11:05:44,62,10,5,65.41031769699268,30.817239371781117
2023-06-26 19:39:47,46,6,5,81.12734165780203,38.324456788360756
2023-03-28 10:49:51,100,19,9,234.79403305909105,122.08232223018854
2023-04-23 08:30:32,2,8,4,31.69031487297476,17.809299700295448
2023-04-09 23:34:45,85,7,9,47.06610674462259,20.859305371678083
2023-05-30 11:21:20,95,8,10,438.16056295042824,189.0126280824973
2023-07-02 00:28:53,23,15,4,193.2728123818499,102.68509730939255
2023-06-08 05:44:45,58,20,7,138.80481496842822,56.8950810602313
2023-02-01 23:24:16,62,20,2,53.99848694235685,25.921902155461108
2023-06-18 02:21:47,5,17,9,293.35397533357326,140.12755797904398
2023-08-01 00:15:34,61,14,8,292.9444157773488,148.22629690348225
2023-06-27 05:16:27,55,8,3,118.69408579631678,49.1280029852553
2023-08-07 00:10:36,52,2,2,56.5718801045208,22.95358499843607
2023-03-16 23:02:24,72,8,3,87.73462089374459,46.29530823764585
2023-03-25 15:27:33,60,13,8,209.28972957603884,102.77212749091929
2023-05-10 17:39:29,33,18,2,81.80912143811685,38.4693808897013
2023-02-28 02:38:51,61,15,4,157.29091961965761,86.86709654286253
2023-01-01 14:17:41,12,9,9,221.70547129876184,92.23978766463826
2023-05-03 21:37:07,12,16,2,74.77175170953427,44.03943589466159
2023-06-29 16:40:17,82,7,9,259.30465497632537,145.83261640377933
2023-07-23 21:06:04,84,16,3,126.36125366263241,62.844409586551905
2023-08-10 18:56:58,31,6,1,36.9503517720068,20.442002292544487
2023-03-30 12:50:16,53,2,2,85.32572885927935,50.025300532040056
2023-05-24 18:42:34,91,8,9,78.26941494759724,46.390746308702816
2023-01-17 04:21:07,19,10,7,321.29351884718085,184.19887326243864
2023-02-09 21:57:26,13,3,2,58.86403225070666,31.566879746448308
2023-08-15 09:23:54,6,14,7,138.5200503448927,76.79444639968119
2023-04-17 09:43:33,31,15,8,49.00008841507159,24.36207155739486
2023-01-02 11:42:05,56,15,4,87.74904574592696,45.7307293389836
2023-06-17 05:42:27,75,12,9,308.22348129569014,164.47088006380807
2023-08-02 02:51:46,11,15,3,37.41767831515156,22.16798380673913
2023-08-04 17:33:25,5,20,7,213.23564020637997,86.72943817735106
2023-04-10 04:35:57,53,20,7,304.20569488985586,126.96298602246111
2023-04-07 13:43:08,99,15,3,41.02827528292417,23.421325868164402
2023-03-14 12:02:34,24,10,2,89.0747569865468,40.31470427589608
2023-04-12 15:03:21,6,6,9,76.63234194109567,32.70557049661926
2023-05-24 22:15:50,41,12,2,57.728196794457666,34.53518205134893
2023-03-04 11:52:24,67,3,9,237.54053468115828,137.851256751586
2023-02-17 14:30:50,48,9,3,77.37668140359389,42.95473822254502
2023-06-15 04:03:35,28,20,8,227.57681291782325,129.5395298131289
2023-05-19 03:07:42,2,12,9,444.5993324964929,193.16235446660033
2023-04-14 03:58:34,91,19,10,228.66439174372772,106.72131959790018
2023-04-19 20:18:21,16,5,2,64.5962119738846,26.351266284061474
2023-01-08 19:26:13,97,3,5,40.11403052784034,23.267415752766652
2023-05-08 04:00:36,15,19,7,164.6885471205357,86.08105055429532
2023-03-20 07:51:56,75,19,9,134.14178819029922,57.61948256328299
2023-03-24 23:36:28,1,19,8,384.64484824960766,164.7959159507227
2023-02-19 09:09:48,89,19,4,43.17447471799156,22.60096257401576
2023-08-16 20:28:35,71,8,6,239.8940942136985,102.79041828879191
2023-03-15 08:00:38,54,3,9,383.89735835720995,170.83020067760083
2023-01-11 17:24:44,45,12,4,77.21245356595644,33.343630356765075
2023-03-06 12:28:47,91,10,10,433.3979562052848,202.32904304844456
2023-04-27 14:23:05,56,20,1,14.61296785587597,7.5510551071818925
2023-03-14 03:44:09,69,12,2,12.61063314212663,5.673367665325327
2023-06-04 01:41:14,78,15,1,36.45083708315295,20.862114208252894
2023-03-05 15:34:31,7,16,2,93.46805917519285,54.860596965726316
2023-07-18 02:02:36,100,14,7,213.54761932648566,125.78507446932733
2023-01-01 15:55:33,83,20,7,284.7547392904345,154.58754711732342
2023-04-29 12:10:13,56,3,8,255.03449114799858,110.3954312078273
2023-01-28 03:00:52,97,8,6,247.2712298511252,106.52465046514179
2023-07-21 13:20:13,88,9,9,297.549079397657,137.00008569253242
2023-08-12 00:14:11,65,5,8,301.7092607206089,153.9149160601069
2023-06-09 15:16:29,31,6,7,201.64335638590364,99.51509010723449
2023-04-14 22:19:01,66,13,7,191.98194702551723,87.85515150559701
2023-08-01 04:31:57,48,3,4,150.86637694677225,85.1640901232502
2023-03-24 03:52:54,58,20,1,44.17216704595624,20.414618347040385
2023-04-20 12:18:38,54,18,7,46.96064443410907,24.29964609398113
2023-04-06 01:36:19,32,9,6,45.74418760940806,23.876838574841457
2023-05-31 19:00:27,63,8,10,191.36843758095992,101.1433774823644
2023-01-12 12:22:53,58,12,1,48.228433476882664,27.58681954754395
2023-06-15 04:00:14,90,6,1,36.827447242817385,17.950541731629958
2023-05-24 06:49:45,95,20,4,144.20302602580898,59.05405156668306
2023-08-04 14:25:11,90,10,7,233.63444191991024,102.47344734361133
2023-07-22 09:57:45,95,2,4,173.31190974030875,86.51857579013137
2023-07-29 07:03:22,73,15,9,89.4776218589632,36.703661373942936
2023-01-13 04:56:06,90,14,3,68.2311117642945,34.74619127528472
2023-03-30 07:57:40,39,10,10,387.9801163768673,214.80251676726778
2023-03-09 11:30:48,97,19,8,129.28250602570515,66.20594230736248
2023-01-20 19:04:50,79,15,6,255.87680173055924,144.83150875268902
2023-06-16 16:48:47,98,5,5,108.98061228288698,56.82335683525602
2023-07-12 13:57:36,95,14,10,194.38329085823543,88.0804784816297
2023-07-30 11:08:47,77,18,1,41.7210301309586,21.223385166965336
2023-07-16 12:49:44,78,4,4,131.67369187312963,69.03221210509571
2023-05-05 17:33:56,89,12,5,78.03551697408824,34.116025703948054
2023-03-19 21:39:02,79,18,1,48.62794087365038,28.423661385821383
2023-03-04 14:09:07,68,9,6,80.46605051059304,43.50433805466232
2023-04-10 23:14:49,86,13,3,71.79963368903024,36.31643872691707
2023-02-16 12:12:21,50,18,10,428.7375588264762,212.4375419610003
2023-04-11 23:07:03,54,8,1,48.786971906266125,20.071497959508065
2023-05-08 20:51:32,52,6,7,175.70278436697976,87.9866089841678
2023-02-24 12:45:55,9,8,10,173.0178037106394,92.4154119859907
2023-08-09 04:43:09,70,5,10,322.001557509135,139.9142941374918
2023-07-26 01:51:19,50,9,7,201.07760501479513,85.9619120528228
2023-04-07 12:32:56,15,8,5,129.1005870249197,59.051617126520476
2023-06-12 16:28:56,91,9,9,115.66919226507672,60.17597202818498
2023-06-14 12:26:50,7,5,10,107.14699134968942,50.86036475244999
2023-05-20 08:48:20,13,16,5,218.6306716276781,104.34852516011952
2023-02-13 06:16:07,16,20,6,97.30093751124859,50.161858705790976
2023-01-05 13:59:54,59,9,4,184.6118681872684,78.65361461478331
2023-02-28 17:04:36,42,2,9,179.57564747251345,79.61108749989796
2023-05-11 03:58:36,28,5,6,271.8040827164857,132.83349692431872
2023-05-14 19:56:26,42,8,10,481.50521508821333,202.0630771512724
2023-03-05 03:17:38,86,2,7,248.00833131608394,109.2268029758415
2023-04-22 15:19:20,91,20,2,73.05617647032128,38.78539750396431
2023-06-11 19:19:02,60,11,3,23.678235970188112,13.192457720582864
2023-06-11 13:23:21,90,19,5,165.86164002948934,96.87335767106514
2023-06-27 05:56:08,4,13,7,131.9758405178319,71.56367470652648
2023-01-13 23:32:00,6,9,1,40.02854329854865,21.107481770475005
